shopid,userid
159241151,214863452&117171199&17474089&13319985&46125677&211610905&139118048&175542444
159641500,154007034&31697581&180102231
159726484,32976825&68848966&153516221&95699040&7787236&65145770&103960176&16462466
159794198,17023045&10580713&43647701&41603396&37220343&107109432&96051185&20962229&18013093&82849113&46473531&43180886&96400139&201910309&201910309&30110630&110652987&30110630&110652987&116821006&73479&48903230&73479&48903230&191004863&3144934&135507258&135507258&195269780&79167686&135507258&195269780&85579077&179331511&167080106&168814875&8882288&199280723&8882288&140547361&199280723&11206250&13102537&11206250&13102537&102229506&11206250&95177731&102229506&35058783&103344375&11559238&103344375&11559238&98874351&98874351&159660309&98874351&159660309&164755439&159660309&164755439&198687173&979593&60186588&979593&51667216&60186588&118758512&132324178&2559683&150451741&2559683&150451741&173623213&85681194&198345892&85681194&140782294&198345892&2548697&85281617&2548697&75528661&85281617
159795871,68658836&10178183&77979860&52986889&214334538&134854564&268342&268342&1473751&117738811&213717715
159830232,88128959&147860277&35070978&88790933&78835&88861140&75027266&107110753&96234299&107110753&83093007&110348477&118710794&199612011&3277927&140355570&3277927&45567709&140355570&23715631&184419265&23715631&61399136&4337494&150454178&43821559&187124892&3023513&43821559&187124892&3023513&43821559&48672607&48672607&53016041&16582245&208474092
159849735,127086117&109854608&26545679&32377815&32377815&11964188&144282141
160118051,15235189&143816418&211209872&155585559&121346694&20349980&155585559
160119081,67873725&30351764&160380313
160135616,198122509&58864914&3833510&19165045&58864914&190767&13949927&13949927&13949927&59831653&2031607&2629336&33728795
160169814,167702420&154546956&87262047&29701953&92295262&118543340
160220186,42883698&70214776&8345404&120841361&129852090&131259834&14510523
160305762,122977327&101384664&175176525&64322159&7608821&98734092&318165&153231032&161989483&190850727&13165624&215138922&84844323&92270609&145517323&19483744&84844323&92270609&145517323&19483744&84844323&92270609&145517323&173845284&19483744&92270609&173272296&173845284&19483744&63762974&173272296&173845284&63762974&173272296&173845284&176811337&23652493&63762974&173272296&173845284&176811337&35404168&61324077&63031822&173845284&35404168&61324077&63031822&173845284
160326241,19097368&35337592&134480872&171319098&121904288&153231032&214565483&147934057&109656066&55899771&1636281&13149188&18944934&45865130&65918213&139647065&26202131&109675560&20843082&26202131&109675560&95076427&112297701&179430688
160348422,2963031&210602565&210602565&2783914
160419520,100873728&151462460&54303178&53479784&4134170&87562493&188477438&52852637&154472954&103769924&20308159&2189791&152174562&70807733&120880563&121679822&64309168&225749&76642034&22132343&190676856&55694322&55694322&68288336&31989681&87604826&31989681&87604826&198328442
160486977,214817941&129473168&15393343&211098806&85342004&20106388&15480472&25687975&173125060&32761097&215410467
161160594,74027394
161161969,2134672&52289960&6731652
161170765,31730478&174660947&131800870&57140919&18498274&15258820&105876048&173658533&139024773&4932874&213183638&47269982&29498581&119101433&90014243&37130630&166291153&189585703&70724193&5168015&86998382&5417254&67915601&136843210&113523605&25883758&200803252&13016056&103367415
161175317,5078965&926874&197872577&46483898&200560123&106318344&57575281&40808563&132362705
161176938,5671719&831655&131962203&94695397
161196859,180862522
161206002,127795325&159333119&204000193&22715774&172124531&29068208&205266938&214938035&214938035&154372&214938035&18693746&187783282
161269907,2705726&95981219&43746180&44729809&43746180&44729809&71643755&45059326&71643755&45059326&168765243&45059326&168765243&177451358&7641898&111307066&7641898&13666403&7641898&13666403&173085841&32358859&103689210&214712747&32358859&122296476&214712747&16843628&32358859&122296476&214712747&7562009&30893953&169597790&198512320&1318842&11629028&30893953&169597790&1318842&11629028&30893953&117275552&13490703&75537291&148953300&34993727&75537291&148953300&34993727&63435253&75537291&148953300&1367473&55046295&63435253&129261753&16241538&80534105&129261753&2902793&16241538&80534105&2902793&3834569&16241538&80534105&1443509&81279632&130442692&1443509&81279632&130442692&174936390&1585197&7560968&48947381&1585197&7560968&25666028&48947381&1585197&10054434&25666028&48947381&20551244&30681000&46117823&103679722&155938871&20551244&46117823&56515470&103679722&20551244&46117823&56515470&84247462&103679722&20551244&56515470&84247462&144921808&5951095&56515470&84247462&144921808&5951095&56515470&79971631&84247462&144921808&5951095&79971631&84247462&144921808&214901220&867086&5951095&79971631&144921808&214901220&867086&5951095&27004118&79971631&144921808&214901220&3207875&19578382&56246917&65313003&102853601&16450315&23418986&61266001&192323676&23418986&61266001&121542059&192323676&3763841&23418986&61266001&121542059&192323676&3763841&61266001&119058787&121542059&192323676&3763841&50689344&61266001&119058787&121542059&192323676&1356403&50689344&63237123&152816850&1356403&170132239&175875283&210146980&1356403&91814152&170132239&175875283&210146980&1356403&91814152&104958889&170132239&175875283&210146980&90967813&91814152&104958889&197383024&60504862&90967813&104958889&197383024&24437137&60504862&90967813&104958889&197383024&24437137&60504862&90967813&104958889&165593758&197383024&24437137&60504862&78871120&90967813&165593758&197383024&24437137&35551485&60504862&78871120&165593758&197383024&2622449&7480636&21243637&71940221&148732318&2595548&2622449&7480636&21243637&71940221&148732318&2595548&2622449&7480636&21243637&148732318&162094686&2595548&2622449&7480636&21243637&148732318&162094686&172297176&3030417&24025275&34274690&113017254&121521688&124025029&3030417&24025275&113017254&121521688&124025029&194626833&3030417&24025275&113017254&121521688&124025029&194626833&196432732&24025275&103986123&113017254&124025029&194626833&196432732&11114784&21203195&33518907&102302688&114663799&173845284&11114784&21203195&33518907&102302688&114663799&173845284&177775021&5305218&33518907&90168947&102302688&177775021&198167578&5305218&33518907&90168947&162162858&177775021&198167578&5305218&65386585&90168947&162162858&177775021&198167578&5305218&65386585&90168947&113497976&162162858&177775021&198167578&5305218&44791449&65386585&90168947&113497976&162162858&198167578&44791449&65386585&79902182&90168947&113497976&162162858&44791449&65386585&79902182&113497976&162162858&174832931&7075985&44791449&48730834&79902182&173845284&174832931&7075985&17427146&48730834&79902182&173845284&174832931&7075985&17427146&37042308&48730834&173845284&174832931&760608&7075985&17427146&37042308&48730834&173845284&2005518&2031607&8184223&35850409&41156725&103491028&128566309&209064905&23956662&80247724&97897237&117363747&121537666&204708102&205908433&215403582&23956662&55372731&80247724&97897237&117363747&121537666&204708102&205908433&274488&23956662&55372731&80247724&97897237&117363747&121537666&204708102&205908433&274488&23956662&55372731&80247724&97897237&117363747&121537666&204708102&205908433&24715317&35374416&42836845&68288336&84283539&88800227&92092708&160582882&190196248&24715317&35374416&42836845&68288336&84283539&92092708&160582882&169389337&190196248&24715317&35374416&42836845&68288336&84283539&92092708&120839136&160582882&169389337&190196248&8523559&24715317&35374416&42836845&68288336&84283539&92092708&120839136&160582882&169389337&190196248&8523559&24715317&35374416&42836845&68288336&84283539&92092708&120839136&138497698&160582882&169389337&190196248
161277691,212200872&36270627&47154798&181080982
161430747,122175131&89603889&42166029&213857376&137604116&7432809&138327329&269526&98988225&153247911&16447254&197098992&167048540&5984883&166265611&74303010&70058895&66911787&16892462&173584038&97201656&86267852&6059093&165231209&165231209&42804975&48591843&42804975&48591843&88630046&48591843&79489992&88630046&79489992&102664318&31336236&102664318&20621813&31336236&20621813&177750078&130473589&215314631&101382702&142002589&101382702&142002589&178103170&89249105&151795978&151795978&157822350&151795978&157822350&175785001&64109233&147881674&175785001&1807984&215506490
161494045,171061531
161578076,45311713&1528463&680118&103748686&49745933&90053825&89287963&172676396
161644346,96432413
161752964,212801937&68936845&198273348&168296576
161763832,204135503&134627145&131035911&12443891&127462157&61090386&101330490&112189282&192441198&201131473&202072825&202219215&171876123
161840722,638190&638190&638190&180480069&98620510&130495265&98620510&177382239&5975233&145863701&94375824&214873650&7536442&97599637&18793&26044859&26044859&52053005&26044859&52053005&207033356&90751563&159045378
161916446,124483726&194201678&185977594&38925250&79366809&215003034&126247318&95205486&6086469&207763769&208884699&17318050&208904386&107998156&192492722&110062492&13067180&40895970&29001658&3959177&201549287
161929554,876598&88257620&122094458&83526546&7665162&107183080&134904939&198671231&126421955&134904939&198671231&14819765&118019596&14819765&84976817&118019596&79325886&84976817&79325886&84976817&153791898&4960425&164600335&4960425&118885127&103788941&118885127&632075&103788941&118885127&632075&69333473&9844371&197315131&34144033&152582171&4960425&124821204&198514002&51320517&116741635&207981979&17347138&69333473&86188932&15750083&69333473&172911111&15750083&69333473&172911111
162043213,15425170&206415195&161334279&172486903&5085857&122974036&89851840&184261475&175416215&48863617&27249072&120484038&28878028&203554877&203554877&203554877
162064249,74877265
162153111,177273099&14522354
162165162,142954470
162174875,128443024&214571903&86691502&86581315&133352447&160990889&146172768&164647266&101561585&160227520&215320449&181616117&130768552&164647266
162227755,175663689&432930&27830275&84228218&20044905&168556762&81203765&183955748&12851648&1203181&159987147&40622526&32934684&136705698&149357537&105238777&33566084&185924992&131933944
162255156,198517760&96811442&37646985&141227527&183568466&86920886&85298735&42587873&90929366&56380194&159232978&23351305&197094546&85774532&187882973&141878943&62828146&1013203&10816146&160658870
162257632,140508370&190207058&57821579&46111273&15840546&186044112&136483673&56156876&9541447&210879709&210879709&15840546&149551317&70414746&143422659&83501545&94357262&3749451&83501545&9562858&78918895&45025349&141344709
162269307,144594012
162272095,94871471
162277241,160941381&3687622
162282525,162389170
162285147,69191489&175577142&52396528&142002589&176134390&8135648
162292584,119654795&119654795&119654795&119654795
162300682,28585043&101093677&119956026&123793494&107848624&158086970&3119924&54466047&25018625&134128173&134128173&96140998&143467991
162307260,129310349
162349749,153041644
162531870,19475260
162551899,38818775&79918735&87518653&38818775&78988252&79918735&87518653&38818775&78988252&79918735&87518653&38818775&78988252&79918735&87518653&109656066&38818775&78988252&79918735&87518653&109656066&182422255
162561997,118410679&168048638
162566691,1222706
162765436,194798136&214856186&181121928&161336735&183314591&4041349&82665842&68598446&167813580&126496304&130033770&177556492
162967591,188178964&88076745&141059261&14520442&94851586&215234903&26475570&128445854&85066047&25898625&116514392&96140998&148996105&39011488
163014475,329678&81953854&181354654&329678&461784&81953854&181354654&85680319&153481517&195628073&85680319&153481517&171537359&195628073&85680319&171110489&171537359&161783665&171110489&213696584&161783665&213696584&214503740&4234693&62448818&213805584&4234693&62448818&213805584
163129585,213312850
163135928,56197084&65156736
163243471,146192822&72102836&40476624&12376578&63257596&188418842
163279095,28118182&172433520&114806966&194244146&125672158&78560384&1156781&27902220&207048418&183998677&139690072&58606071&517994&48715495
